"Timestap","Source IP Address","Destination IP Address","Source Port","Destination Port","Protocol","Packet Length","Hypertext Transfer Protocol","Host Name","Info"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [PSH, ACK] Seq=566203 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","142.250.78.72","59931","443","QUIC","75","","","Protected Payload (KP0), DCID=efb342bc174d4f7a"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","192.168.1.37","142.250.78.72","59931","443","QUIC","75","","","Protected Payload (KP0), DCID=efb342bc174d4f7a"
"2024-07-02 14:22:45","192.168.1.37","142.250.78.72","59931","443","QUIC","73","","","Protected Payload (KP0), DCID=efb342bc174d4f7a"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","192.168.1.37","142.250.78.72","59931","443","QUIC","76","","","Protected Payload (KP0), DCID=efb342bc174d4f7a"
"2024-07-02 14:22:45","192.168.1.37","142.250.78.72","59931","443","QUIC","76","","","Protected Payload (KP0), DCID=efb342bc174d4f7a"
"2024-07-02 14:22:45","192.168.1.37","142.250.78.72","59931","443","QUIC","74","","","Protected Payload (KP0), DCID=efb342bc174d4f7a"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","192.168.1.37","142.250.78.72","59931","443","QUIC","76","","","Protected Payload (KP0), DCID=efb342bc174d4f7a"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","524","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","192.168.1.37","142.250.78.72","59931","443","QUIC","81","","","Protected Payload (KP0), DCID=efb342bc174d4f7a"
"2024-07-02 14:22:45","192.168.1.37","142.250.78.72","59931","443","QUIC","76","","","Protected Payload (KP0), DCID=efb342bc174d4f7a"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","192.168.1.37","142.250.78.72","59931","443","QUIC","75","","","Protected Payload (KP0), DCID=efb342bc174d4f7a"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1285","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","192.168.1.37","142.250.78.72","59931","443","QUIC","74","","","Protected Payload (KP0), DCID=efb342bc174d4f7a"
"2024-07-02 14:22:45","192.168.1.37","142.250.78.72","59931","443","QUIC","74","","","Protected Payload (KP0), DCID=efb342bc174d4f7a"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","192.168.1.37","142.250.78.72","59931","443","QUIC","74","","","Protected Payload (KP0), DCID=efb342bc174d4f7a"
"2024-07-02 14:22:45","192.168.1.37","142.250.78.72","59931","443","QUIC","74","","","Protected Payload (KP0), DCID=efb342bc174d4f7a"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","2974","","","443  >  62935 [PSH, ACK] Seq=567663 Ack=2665 Win=65536 Len=2920 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=570583 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [ACK] Seq=570583 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=572043 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","2974","","","443  >  62935 [PSH, ACK] Seq=572043 Ack=2665 Win=65536 Len=2920 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=574963 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TLSv1.3","1514","","","Application Data"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","2974","","","443  >  62935 [PSH, ACK] Seq=576423 Ack=2665 Win=65536 Len=2920 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=579343 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [ACK] Seq=579343 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=580803 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","2974","","","443  >  62935 [PSH, ACK] Seq=580803 Ack=2665 Win=65536 Len=2920 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=583723 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [ACK] Seq=583723 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","2974","","","443  >  62935 [PSH, ACK] Seq=585183 Ack=2665 Win=65536 Len=2920 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=588103 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [ACK] Seq=588103 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=589563 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TLSv1.3","2974","","","Application Data"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=592483 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [ACK] Seq=592483 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","2974","","","443  >  62935 [PSH, ACK] Seq=593943 Ack=2665 Win=65536 Len=2920 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=596863 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","4434","","","443  >  62935 [PSH, ACK] Seq=596863 Ack=2665 Win=65536 Len=4380 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=601243 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [ACK] Seq=601243 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","192.168.1.37","142.250.78.72","59931","443","QUIC","76","","","Protected Payload (KP0), DCID=efb342bc174d4f7a"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","538","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","192.168.1.37","142.250.78.72","59931","443","QUIC","74","","","Protected Payload (KP0), DCID=efb342bc174d4f7a"
"2024-07-02 14:22:45","192.168.1.37","142.250.78.72","59931","443","QUIC","74","","","Protected Payload (KP0), DCID=efb342bc174d4f7a"
"2024-07-02 14:22:45","192.168.1.37","142.250.78.72","59931","443","QUIC","76","","","Protected Payload (KP0), DCID=efb342bc174d4f7a"
"2024-07-02 14:22:45","192.168.1.37","142.250.78.72","59931","443","QUIC","74","","","Protected Payload (KP0), DCID=efb342bc174d4f7a"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","2974","","","443  >  62935 [PSH, ACK] Seq=602703 Ack=2665 Win=65536 Len=2920 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=605623 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TLSv1.3","2974","","","Application Data"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=608543 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","2974","","","443  >  62935 [ACK] Seq=608543 Ack=2665 Win=65536 Len=2920 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=611463 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","11734","","","443  >  62935 [PSH, ACK] Seq=611463 Ack=2665 Win=65536 Len=11680 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TLSv1.3","1514","","","Application Data, Application Data"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [PSH, ACK] Seq=624603 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","4434","","","443  >  62935 [PSH, ACK] Seq=626063 Ack=2665 Win=65536 Len=4380 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=630443 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","2974","","","443  >  62935 [ACK] Seq=630443 Ack=2665 Win=65536 Len=2920 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=633363 Win=131584 Len=0"
"2024-07-02 14:22:45","200.63.212.110","192.168.1.37","53","62937","TCP","54","","","53  >  62937 [FIN, ACK] Seq=155 Ack=34 Win=64768 Len=0"
"2024-07-02 14:22:45","200.63.212.110","192.168.1.37","53","62938","TCP","54","","","53  >  62938 [FIN, ACK] Seq=191 Ack=34 Win=64768 Len=0"
"2024-07-02 14:22:45","192.168.1.37","200.63.212.110","62937","53","TCP","54","","","62937  >  53 [ACK] Seq=34 Ack=156 Win=65536 Len=0"
"2024-07-02 14:22:45","192.168.1.37","200.63.212.110","62938","53","TCP","54","","","62938  >  53 [ACK] Seq=34 Ack=192 Win=65536 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [PSH, ACK] Seq=633363 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [ACK] Seq=634823 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=636283 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [ACK] Seq=636283 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","154.62.106.106","62929","443","TCP","54","","","62929  >  443 [ACK] Seq=4503 Ack=35520 Win=65280 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [PSH, ACK] Seq=637743 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [ACK] Seq=639203 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=640663 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TLSv1.3","1514","","","Application Data"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [PSH, ACK] Seq=642123 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [ACK] Seq=643583 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [ACK] Seq=645043 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [PSH, ACK] Seq=646503 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [ACK] Seq=647963 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=649423 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [ACK] Seq=649423 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [PSH, ACK] Seq=650883 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [ACK] Seq=652343 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=653803 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [ACK] Seq=653803 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [PSH, ACK] Seq=655263 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TLSv1.3","1514","","","Application Data"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [ACK] Seq=658183 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=659643 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [PSH, ACK] Seq=659643 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [ACK] Seq=661103 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [ACK] Seq=662563 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [PSH, ACK] Seq=664023 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [ACK] Seq=665483 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [ACK] Seq=666943 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","2974","","","443  >  62935 [PSH, ACK] Seq=668403 Ack=2665 Win=65536 Len=2920 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [ACK] Seq=671323 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=672783 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TLSv1.3","1514","","","Application Data"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","4434","","","443  >  62935 [PSH, ACK] Seq=674243 Ack=2665 Win=65536 Len=4380 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=678623 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","2974","","","443  >  62935 [ACK] Seq=678623 Ack=2665 Win=65536 Len=2920 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=681543 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [PSH, ACK] Seq=681543 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=683003 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [ACK] Seq=683003 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [ACK] Seq=684463 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=685923 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [PSH, ACK] Seq=685923 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [ACK] Seq=687383 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TLSv1.3","1514","","","Application Data"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=690303 Win=131584 Len=0"
"2024-07-02 14:22:45","192.168.1.37","107.167.96.31","62923","443","TLSv1.3","467","","","Application Data"
"2024-07-02 14:22:45","192.168.1.37","107.167.96.31","62923","443","TLSv1.3","137","","","Application Data"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [PSH, ACK] Seq=690303 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","1514","","","443  >  62935 [ACK] Seq=691763 Ack=2665 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=693223 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","2974","","","443  >  62935 [PSH, ACK] Seq=693223 Ack=2665 Win=65536 Len=2920 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=696143 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","2974","","","443  >  62935 [ACK] Seq=696143 Ack=2665 Win=65536 Len=2920 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=699063 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","5894","","","443  >  62935 [PSH, ACK] Seq=699063 Ack=2665 Win=65536 Len=5840 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=704903 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TLSv1.3","2974","","","Application Data"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=707823 Win=131584 Len=0"
"2024-07-02 14:22:45","104.26.3.251","192.168.1.37","443","62935","TCP","2974","","","443  >  62935 [PSH, ACK] Seq=707823 Ack=2665 Win=65536 Len=2920 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:45","192.168.1.37","104.26.3.251","62935","443","TCP","54","","","62935  >  443 [ACK] Seq=2665 Ack=710743 Win=263168 Len=0"
"2024-07-02 14:22:45","192.168.1.37","200.63.212.110","62940","53","TCP","66","","","62940  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2024-07-02 14:22:45","192.168.1.37","200.63.212.110","62941","53","TCP","66","","","62941  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","68","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1285","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","538","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1285","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","192.168.1.37","142.250.78.72","59931","443","QUIC","74","","","Protected Payload (KP0), DCID=efb342bc174d4f7a"
"2024-07-02 14:22:45","192.168.1.37","142.250.78.72","59931","443","QUIC","76","","","Protected Payload (KP0), DCID=efb342bc174d4f7a"
"2024-07-02 14:22:45","192.168.1.37","142.250.78.72","59931","443","QUIC","78","","","Protected Payload (KP0), DCID=efb342bc174d4f7a"
"2024-07-02 14:22:45","192.168.1.37","142.250.78.72","59931","443","QUIC","76","","","Protected Payload (KP0), DCID=efb342bc174d4f7a"
"2024-07-02 14:22:45","192.168.1.37","142.250.78.72","59931","443","QUIC","76","","","Protected Payload (KP0), DCID=efb342bc174d4f7a"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
"2024-07-02 14:22:45","142.250.78.72","192.168.1.37","443","59931","QUIC","1292","","","Protected Payload (KP0)"
