"Timestap","Source IP Address","Destination IP Address","Source Port","Destination Port","Protocol","Packet Length","Hypertext Transfer Protocol","Host Name","Info"
"2024-06-24 16:30:16","fe80::103c:1ae1:8556:446f","ff02::fb","5353","5353","MDNS","91","","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"2024-06-24 16:30:16","142.250.78.68","192.168.1.41","443","64178","QUIC","1292","","","Initial, SCID=f5fb2d83cf8bb3e6, PKN: 1, ACK, PADDING"
"2024-06-24 16:30:16","142.250.78.68","192.168.1.41","443","64178","QUIC","1292","","","Handshake, SCID=f5fb2d83cf8bb3e6"
"2024-06-24 16:30:16","142.250.78.68","192.168.1.41","443","64178","QUIC","847","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","192.168.1.41","142.250.78.68","64178","443","QUIC","121","","","Handshake, DCID=f5fb2d83cf8bb3e6"
"2024-06-24 16:30:16","192.168.1.41","142.250.78.68","64178","443","QUIC","73","","","Protected Payload (KP0), DCID=f5fb2d83cf8bb3e6"
"2024-06-24 16:30:16","142.250.78.68","192.168.1.41","443","64178","QUIC","201","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","142.250.78.68","192.168.1.41","443","64178","QUIC","66","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","192.168.1.41","142.250.78.68","64178","443","QUIC","74","","","Protected Payload (KP0), DCID=f5fb2d83cf8bb3e6"
"2024-06-24 16:30:16","192.168.1.41","8.8.8.8","63459","443","UDP","248","","","63459  >  443 Len=206"
"2024-06-24 16:30:16","192.168.1.41","8.8.8.8","63459","443","UDP","248","","","63459  >  443 Len=206"
"2024-06-24 16:30:16","192.168.1.43","224.0.0.251","5353","5353","MDNS","71","","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"2024-06-24 16:30:16","192.168.1.43","224.0.0.252","55690","5355","LLMNR","65","","","Standard query 0xd6c8 ANY Eddie"
"2024-06-24 16:30:16","fe80::103c:1ae1:8556:446f","ff02::fb","5353","5353","MDNS","91","","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"2024-06-24 16:30:16","fe80::103c:1ae1:8556:446f","ff02::fb","5353","5353","MDNS","129","","","Standard query response 0x0000 AAAA fe80::103c:1ae1:8556:446f A 192.168.1.43"
"2024-06-24 16:30:16","fe80::103c:1ae1:8556:446f","ff02::fb","5353","5353","MDNS","129","","","Standard query response 0x0000 AAAA fe80::103c:1ae1:8556:446f A 192.168.1.43"
"2024-06-24 16:30:16","192.168.1.43","224.0.0.251","5353","5353","MDNS","109","","","Standard query response 0x0000 AAAA fe80::103c:1ae1:8556:446f A 192.168.1.43"
"2024-06-24 16:30:16","192.168.1.43","224.0.0.251","5353","5353","MDNS","109","","","Standard query response 0x0000 AAAA fe80::103c:1ae1:8556:446f A 192.168.1.43"
"2024-06-24 16:30:16","192.168.1.43","224.0.0.251","5353","5353","MDNS","109","","","Standard query response 0x0000 AAAA fe80::103c:1ae1:8556:446f A 192.168.1.43"
"2024-06-24 16:30:16","Routerboardc_5e:b9:50","Broadcast","","","ARP","42","","","Who has 192.168.1.44? Tell 192.168.1.1"
"2024-06-24 16:30:16","192.168.1.43","224.0.0.22","","","IGMPv3","54","","","Membership Report / Join group 224.0.0.252 for any sources"
"2024-06-24 16:30:16","fe80::103c:1ae1:8556:446f","ff02::16","","","ICMPv6","90","","","Multicast Listener Report Message v2"
"2024-06-24 16:30:16","142.250.78.68","192.168.1.41","443","64178","QUIC","162","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","142.250.78.68","192.168.1.41","443","64178","QUIC","64","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","8.8.8.8","192.168.1.41","443","63459","UDP","71","","","443  >  63459 Len=29"
"2024-06-24 16:30:16","192.168.1.41","142.250.78.68","64178","443","QUIC","73","","","Protected Payload (KP0), DCID=f5fb2d83cf8bb3e6"
"2024-06-24 16:30:16","192.168.1.41","8.8.8.8","63459","443","UDP","75","","","63459  >  443 Len=33"
"2024-06-24 16:30:16","8.8.8.8","192.168.1.41","443","63459","UDP","604","","","443  >  63459 Len=562"
"2024-06-24 16:30:16","192.168.1.41","8.8.8.8","63459","443","UDP","78","","","63459  >  443 Len=36"
"2024-06-24 16:30:16","8.8.8.8","192.168.1.41","443","63459","UDP","65","","","443  >  63459 Len=23"
"2024-06-24 16:30:16","8.8.8.8","192.168.1.41","443","63459","UDP","573","","","443  >  63459 Len=531"
"2024-06-24 16:30:16","8.8.8.8","192.168.1.41","443","63459","UDP","65","","","443  >  63459 Len=23"
"2024-06-24 16:30:16","192.168.1.41","8.8.8.8","63459","443","UDP","78","","","63459  >  443 Len=36"
"2024-06-24 16:30:16","192.168.1.41","142.251.132.142","54668","443","QUIC","1292","","","Initial, DCID=3f970077d27b7fc6, PKN: 1, CRYPTO, PADDING, CRYPTO, PADDING"
"2024-06-24 16:30:16","192.168.1.41","142.251.132.142","54668","443","QUIC","121","","","0-RTT, DCID=3f970077d27b7fc6"
"2024-06-24 16:30:16","192.168.1.41","142.251.132.142","54668","443","QUIC","656","","","0-RTT, DCID=3f970077d27b7fc6"
"2024-06-24 16:30:16","192.168.1.41","142.251.132.142","54668","443","QUIC","184","","","0-RTT, DCID=3f970077d27b7fc6"
"2024-06-24 16:30:16","192.168.1.41","142.251.132.142","54668","443","QUIC","182","","","0-RTT, DCID=3f970077d27b7fc6"
"2024-06-24 16:30:16","192.168.1.41","142.251.132.142","54668","443","QUIC","183","","","0-RTT, DCID=3f970077d27b7fc6"
"2024-06-24 16:30:16","192.168.1.41","142.251.132.142","54668","443","QUIC","184","","","0-RTT, DCID=3f970077d27b7fc6"
"2024-06-24 16:30:16","192.168.1.41","142.251.132.142","54668","443","QUIC","182","","","0-RTT, DCID=3f970077d27b7fc6"
"2024-06-24 16:30:16","192.168.1.41","8.8.8.8","63459","443","UDP","75","","","63459  >  443 Len=33"
"2024-06-24 16:30:16","142.250.78.68","192.168.1.41","443","64178","QUIC","1288","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","142.250.78.68","192.168.1.41","443","64178","QUIC","1292","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","142.250.78.68","192.168.1.41","443","64178","QUIC","1292","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","142.250.78.68","192.168.1.41","443","64178","QUIC","615","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","142.250.78.68","192.168.1.41","443","64178","QUIC","67","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","142.250.78.68","192.168.1.41","443","64178","QUIC","217","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","8.8.8.8","192.168.1.41","443","63459","UDP","66","","","443  >  63459 Len=24"
"2024-06-24 16:30:16","192.168.1.41","142.250.78.68","64178","443","QUIC","77","","","Protected Payload (KP0), DCID=f5fb2d83cf8bb3e6"
"2024-06-24 16:30:16","192.168.1.41","142.250.78.68","64178","443","QUIC","73","","","Protected Payload (KP0), DCID=f5fb2d83cf8bb3e6"
"2024-06-24 16:30:16","192.168.1.41","142.250.78.68","64178","443","QUIC","73","","","Protected Payload (KP0), DCID=f5fb2d83cf8bb3e6"
"2024-06-24 16:30:16","192.168.1.41","142.250.78.68","64178","443","QUIC","74","","","Protected Payload (KP0), DCID=f5fb2d83cf8bb3e6"
"2024-06-24 16:30:16","142.250.78.68","192.168.1.41","443","64178","QUIC","67","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","192.168.1.41","142.251.132.142","54668","443","QUIC","1292","","","Initial, DCID=3f970077d27b7fc6, PKN: 10, PING, PADDING, PING, PADDING, PING, PING, PADDING, PING, CRYPTO, PADDING, PING, CRYPTO, PADDING, CRYPTO, PING, PING, PADDING"
"2024-06-24 16:30:16","192.168.1.41","142.250.218.138","53035","443","UDP","71","","","53035  >  443 Len=29"
"2024-06-24 16:30:16","142.251.132.142","192.168.1.41","443","54668","QUIC","1292","","","Initial, SCID=ff970077d27b7fc6, PKN: 1, ACK, PADDING"
"2024-06-24 16:30:16","192.168.1.41","142.251.132.142","54668","443","QUIC","1292","","","Initial, DCID=ff970077d27b7fc6, PKN: 12, PADDING, PING, PADDING"
"2024-06-24 16:30:16","142.250.218.138","192.168.1.41","443","53035","UDP","69","","","443  >  53035 Len=27"
"2024-06-24 16:30:16","142.251.132.142","192.168.1.41","443","54668","QUIC","1292","","","Handshake, SCID=ff970077d27b7fc6"
"2024-06-24 16:30:16","142.251.132.142","192.168.1.41","443","54668","QUIC","857","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","142.251.132.142","192.168.1.41","443","54668","QUIC","215","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","142.251.132.142","192.168.1.41","443","54668","QUIC","66","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","192.168.1.41","142.251.132.142","54668","443","QUIC","120","","","Handshake, DCID=ff970077d27b7fc6"
"2024-06-24 16:30:16","192.168.1.41","142.251.132.142","54668","443","QUIC","73","","","Protected Payload (KP0), DCID=ff970077d27b7fc6"
"2024-06-24 16:30:16","142.251.132.142","192.168.1.41","443","54668","QUIC","69","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","192.168.1.41","142.251.132.142","54668","443","QUIC","73","","","Protected Payload (KP0), DCID=ff970077d27b7fc6"
"2024-06-24 16:30:16","142.251.132.142","192.168.1.41","443","54668","QUIC","1292","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","142.251.132.142","192.168.1.41","443","54668","QUIC","760","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","192.168.1.41","142.251.132.142","54668","443","QUIC","77","","","Protected Payload (KP0), DCID=ff970077d27b7fc6"
"2024-06-24 16:30:16","192.168.1.41","142.251.132.142","54668","443","QUIC","77","","","Protected Payload (KP0), DCID=ff970077d27b7fc6"
"2024-06-24 16:30:16","192.168.1.40","224.0.0.22","","","IGMPv3","54","","","Membership Report / Leave group 224.0.0.251"
"2024-06-24 16:30:16","142.251.132.142","192.168.1.41","443","54668","QUIC","1292","","","Handshake, SCID=ff970077d27b7fc6"
"2024-06-24 16:30:16","192.168.1.41","142.251.132.142","54668","443","QUIC","159","","","Protected Payload (KP0), DCID=ff970077d27b7fc6"
"2024-06-24 16:30:16","142.251.132.142","192.168.1.41","443","54668","QUIC","1261","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","192.168.1.41","142.251.132.142","54668","443","QUIC","79","","","Protected Payload (KP0), DCID=ff970077d27b7fc6"
"2024-06-24 16:30:16","142.251.132.142","192.168.1.41","443","54668","QUIC","65","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","192.168.1.41","142.251.132.142","54668","443","QUIC","75","","","Protected Payload (KP0), DCID=ff970077d27b7fc6"
"2024-06-24 16:30:16","142.251.132.142","192.168.1.41","443","54668","QUIC","1199","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","192.168.1.41","142.251.132.142","54668","443","QUIC","79","","","Protected Payload (KP0), DCID=ff970077d27b7fc6"
"2024-06-24 16:30:16","142.251.132.142","192.168.1.41","443","54668","QUIC","65","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","142.251.132.142","192.168.1.41","443","54668","QUIC","162","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","142.251.132.142","192.168.1.41","443","54668","QUIC","1190","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","192.168.1.41","142.251.132.142","54668","443","QUIC","76","","","Protected Payload (KP0), DCID=ff970077d27b7fc6"
"2024-06-24 16:30:16","192.168.1.41","142.251.132.142","54668","443","QUIC","79","","","Protected Payload (KP0), DCID=ff970077d27b7fc6"
"2024-06-24 16:30:16","142.251.132.142","192.168.1.41","443","54668","QUIC","67","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","142.251.132.142","192.168.1.41","443","54668","QUIC","67","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","142.251.132.142","192.168.1.41","443","54668","QUIC","1288","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","142.251.132.142","192.168.1.41","443","54668","QUIC","92","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","192.168.1.41","142.251.132.142","54668","443","QUIC","79","","","Protected Payload (KP0), DCID=ff970077d27b7fc6"
"2024-06-24 16:30:16","192.168.1.41","142.251.132.142","54668","443","QUIC","76","","","Protected Payload (KP0), DCID=ff970077d27b7fc6"
"2024-06-24 16:30:16","192.168.1.43","239.255.255.250","59799","1900","SSDP","179","","","M-SEARCH * HTTP/1.1 "
"2024-06-24 16:30:16","192.168.1.40","224.0.0.22","","","IGMPv3","54","","","Membership Report / Leave group 224.0.0.251"
"2024-06-24 16:30:16","142.251.132.142","192.168.1.41","443","54668","QUIC","69","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","142.251.132.142","192.168.1.41","443","54668","QUIC","69","","","Protected Payload (KP0)"
"2024-06-24 16:30:16","142.251.132.142","192.168.1.41","443","54668","QUIC","69","","","Protected Payload (KP0)"
"2024-06-24 16:30:17","142.251.132.142","192.168.1.41","443","54668","QUIC","67","","","Protected Payload (KP0)"
"2024-06-24 16:30:17","192.168.1.41","142.250.78.68","64178","443","QUIC","1002","","","Protected Payload (KP0), DCID=f5fb2d83cf8bb3e6"
"2024-06-24 16:30:17","142.250.78.68","192.168.1.41","443","64178","QUIC","72","","","Protected Payload (KP0)"
"2024-06-24 16:30:17","192.168.1.41","142.250.78.68","64178","443","QUIC","74","","","Protected Payload (KP0), DCID=f5fb2d83cf8bb3e6"
"2024-06-24 16:30:17","142.250.78.68","192.168.1.41","443","64178","QUIC","379","","","Protected Payload (KP0)"
"2024-06-24 16:30:17","142.250.78.68","192.168.1.41","443","64178","QUIC","63","","","Protected Payload (KP0)"
"2024-06-24 16:30:17","192.168.1.41","142.250.78.68","64178","443","QUIC","77","","","Protected Payload (KP0), DCID=f5fb2d83cf8bb3e6"
"2024-06-24 16:30:17","192.168.1.41","142.250.78.68","64178","443","QUIC","74","","","Protected Payload (KP0), DCID=f5fb2d83cf8bb3e6"
"2024-06-24 16:30:17","142.250.78.68","192.168.1.41","443","64178","QUIC","66","","","Protected Payload (KP0)"
"2024-06-24 16:30:17","Routerboardc_5e:b9:50","Broadcast","","","ARP","42","","","Who has 192.168.1.250? Tell 192.168.1.1"
"2024-06-24 16:30:17","Routerboardc_5e:b9:50","Broadcast","","","ARP","42","","","Who has 192.168.1.44? Tell 192.168.1.1"
"2024-06-24 16:30:18","Routerboardc_5e:b9:50","Spanning-tree-(for-bridges)_00","","","0x2f00","61","","","Ethernet II"
"2024-06-24 16:30:18","192.168.1.43","239.255.255.250","59799","1900","SSDP","179","","","M-SEARCH * HTTP/1.1 "
"2024-06-24 16:30:18","Routerboardc_5e:b9:50","Broadcast","","","ARP","42","","","Who has 192.168.1.44? Tell 192.168.1.1"
"2024-06-24 16:30:19","ChongqingFug_df:b9:7d","Broadcast","","","ARP","42","","","Who has 169.254.169.254? Tell 192.168.1.41"
"2024-06-24 16:30:19","ChongqingFug_df:b9:7d","Broadcast","","","ARP","42","","","Who has 169.254.169.254? Tell 192.168.1.41"
"2024-06-24 16:30:19","Routerboardc_5e:b9:50","ChongqingFug_df:b9:7d","","","ARP","42","","","Who has 192.168.1.41? Tell 192.168.1.1"
"2024-06-24 16:30:19","ChongqingFug_df:b9:7d","Routerboardc_5e:b9:50","","","ARP","42","","","192.168.1.41 is at b4:b5:b6:df:b9:7d"
"2024-06-24 16:30:20","192.168.1.43","239.255.255.250","59799","1900","SSDP","179","","","M-SEARCH * HTTP/1.1 "
"2024-06-24 16:30:20","Routerboardc_5e:b9:50","Spanning-tree-(for-bridges)_00","","","0x2f00","61","","","Ethernet II"
"2024-06-24 16:30:20","192.168.1.42","224.0.0.22","","","IGMPv3","54","","","Membership Report / Join group 224.0.0.251 for any sources"
"2024-06-24 16:30:20","192.168.1.42","224.0.0.251","5353","5353","MDNS","103","","","Standard query 0x0001 PTR _233637DE._sub._googlecast._tcp.local, ""QU"" question PTR _googlecast._tcp.local, ""QU"" question"
"2024-06-24 16:30:20","192.168.1.42","224.0.0.22","","","IGMPv3","54","","","Membership Report / Join group 224.0.0.251 for any sources"
"2024-06-24 16:30:20","Routerboardc_5e:b9:50","Broadcast","","","ARP","42","","","Who has 192.168.1.44? Tell 192.168.1.1"
"2024-06-24 16:30:20","ChongqingFug_df:b9:7d","Broadcast","","","ARP","42","","","Who has 169.254.169.254? Tell 192.168.1.41"
"2024-06-24 16:30:21","192.168.1.41","52.226.139.185","60612","443","TLSv1.2","96","","","Application Data"
"2024-06-24 16:30:21","52.226.139.185","192.168.1.41","443","60612","TCP","54","","","443  >  60612 [ACK] Seq=1 Ack=43 Win=162 Len=0"
"2024-06-24 16:30:22","192.168.1.42","224.0.0.251","5353","5353","MDNS","103","","","Standard query 0x0002 PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"2024-06-24 16:30:22","52.226.139.185","192.168.1.41","443","60612","TLSv1.2","227","","","Application Data"
"2024-06-24 16:30:22","192.168.1.43","239.255.255.250","59799","1900","SSDP","179","","","M-SEARCH * HTTP/1.1 "
"2024-06-24 16:30:22","52.112.86.250","192.168.1.41","443","60626","TLSv1.2","100","","","Application Data"
"2024-06-24 16:30:22","52.112.86.250","192.168.1.41","443","60626","TCP","54","","","443  >  60626 [FIN, ACK] Seq=47 Ack=1 Win=206 Len=0"
"2024-06-24 16:30:22","Routerboardc_5e:b9:50","Broadcast","","","ARP","42","","","Who has 192.168.1.44? Tell 192.168.1.1"
"2024-06-24 16:30:22","Routerboardc_5e:b9:50","Spanning-tree-(for-bridges)_00","","","0x2f00","61","","","Ethernet II"
"2024-06-24 16:30:22","192.168.1.41","52.112.86.250","60626","443","TCP","54","","","60626  >  443 [ACK] Seq=1 Ack=48 Win=252 Len=0"
"2024-06-24 16:30:22","192.168.1.41","52.112.86.250","60626","443","TCP","54","","","60626  >  443 [FIN, ACK] Seq=1 Ack=48 Win=252 Len=0"
"2024-06-24 16:30:22","52.112.86.250","192.168.1.41","443","60626","TCP","54","","","443  >  60626 [ACK] Seq=48 Ack=2 Win=206 Len=0"
"2024-06-24 16:30:22","192.168.1.41","52.226.139.185","60612","443","TCP","54","","","60612  >  443 [ACK] Seq=43 Ack=174 Win=252 Len=0"
"2024-06-24 16:30:22","Routerboardc_5e:b9:50","Broadcast","","","ARP","42","","","Who has 192.168.1.44? Tell 192.168.1.1"
"2024-06-24 16:30:23","192.168.1.41","142.250.218.138","53035","443","UDP","71","","","53035  >  443 Len=29"
"2024-06-24 16:30:23","192.168.1.43","239.255.255.250","59799","1900","SSDP","179","","","M-SEARCH * HTTP/1.1 "
"2024-06-24 16:30:23","192.168.1.41","142.250.218.138","53035","443","UDP","71","","","53035  >  443 Len=29"
"2024-06-24 16:30:23","142.250.218.138","192.168.1.41","443","53035","UDP","69","","","443  >  53035 Len=27"
"2024-06-24 16:30:23","Routerboardc_5e:b9:50","Broadcast","","","ARP","42","","","Who has 192.168.1.44? Tell 192.168.1.1"
"2024-06-24 16:30:24","192.168.1.41","142.250.218.138","53035","443","UDP","71","","","53035  >  443 Len=29"
"2024-06-24 16:30:24","142.250.218.138","192.168.1.41","443","53035","UDP","70","","","443  >  53035 Len=28"
"2024-06-24 16:30:24","Routerboardc_5e:b9:50","Spanning-tree-(for-bridges)_00","","","0x2f00","61","","","Ethernet II"
"2024-06-24 16:30:24","192.168.1.43","239.255.255.250","59799","1900","SSDP","179","","","M-SEARCH * HTTP/1.1 "
"2024-06-24 16:30:24","192.168.1.41","20.127.250.238","60628","443","TCP","55","","","60628  >  443 [ACK] Seq=1 Ack=1 Win=251 Len=1 [TCP segment of a reassembled PDU]"
"2024-06-24 16:30:24","Routerboardc_5e:b9:50","Broadcast","","","ARP","42","","","Who has 192.168.1.44? Tell 192.168.1.1"
"2024-06-24 16:30:24","142.250.218.138","192.168.1.41","443","53035","UDP","72","","","443  >  53035 Len=30"
"2024-06-24 16:30:24","20.127.250.238","192.168.1.41","443","60628","TCP","66","","","443  >  60628 [ACK] Seq=1 Ack=2 Win=206 Len=0 SLE=1 SRE=2"
"2024-06-24 16:30:25","192.168.1.41","173.194.215.188","60627","5228","TCP","55","","","60627  >  5228 [ACK] Seq=1 Ack=1 Win=259 Len=1"
"2024-06-24 16:30:25","Routerboardc_5e:b9:50","Broadcast","","","ARP","42","","","Who has 192.168.1.250? Tell 192.168.1.1"
"2024-06-24 16:30:26","192.168.1.41","142.251.132.99","49665","443","QUIC","1292","","","Initial, DCID=2d767e87dc9e055d, PKN: 1, PADDING, PING, PADDING, CRYPTO, PING, CRYPTO, PING, PING, PADDING, PING, PING, PING, PADDING"
"2024-06-24 16:30:26","192.168.1.41","142.251.132.99","49665","443","QUIC","122","","","0-RTT, DCID=2d767e87dc9e055d"
"2024-06-24 16:30:26","192.168.1.41","142.251.132.99","49665","443","QUIC","616","","","0-RTT, DCID=2d767e87dc9e055d"
"2024-06-24 16:30:26","192.168.1.41","142.251.132.99","49665","443","QUIC","148","","","0-RTT, DCID=2d767e87dc9e055d"
"2024-06-24 16:30:26","192.168.1.41","142.251.132.99","49665","443","QUIC","147","","","0-RTT, DCID=2d767e87dc9e055d"
"2024-06-24 16:30:26","173.194.215.188","192.168.1.41","5228","60627","TCP","66","","","5228  >  60627 [ACK] Seq=1 Ack=2 Win=253 Len=0 SLE=1 SRE=2"
"2024-06-24 16:30:26","Routerboardc_5e:b9:50","Broadcast","","","ARP","42","","","Who has 192.168.1.44? Tell 192.168.1.1"
"2024-06-24 16:30:26","Routerboardc_5e:b9:50","Spanning-tree-(for-bridges)_00","","","0x2f00","61","","","Ethernet II"
"2024-06-24 16:30:26","142.250.218.138","192.168.1.41","443","53035","UDP","119","","","443  >  53035 Len=77"
"2024-06-24 16:30:26","192.168.1.41","142.250.218.138","53035","443","UDP","75","","","53035  >  443 Len=33"
"2024-06-24 16:30:26","192.168.1.41","142.250.218.138","53035","443","UDP","71","","","53035  >  443 Len=29"
"2024-06-24 16:30:26","Routerboardc_5e:b9:50","Broadcast","","","ARP","42","","","Who has 192.168.1.250? Tell 192.168.1.1"
"2024-06-24 16:30:26","142.251.132.99","192.168.1.41","443","49665","QUIC","1292","","","Initial, SCID=ed767e87dc9e055d, PKN: 1, ACK, PADDING"
"2024-06-24 16:30:26","142.251.132.99","192.168.1.41","443","49665","QUIC","1292","","","Handshake, SCID=ed767e87dc9e055d"
"2024-06-24 16:30:26","142.251.132.99","192.168.1.41","443","49665","QUIC","843","","","Protected Payload (KP0)"
"2024-06-24 16:30:26","142.251.132.99","192.168.1.41","443","49665","QUIC","207","","","Protected Payload (KP0)"
"2024-06-24 16:30:26","142.251.132.99","192.168.1.41","443","49665","QUIC","66","","","Protected Payload (KP0)"
"2024-06-24 16:30:26","142.251.132.99","192.168.1.41","443","49665","QUIC","66","","","Protected Payload (KP0)"
"2024-06-24 16:30:26","20.189.173.3","192.168.1.41","443","60642","TCP","54","","","443  >  60642 [FIN, ACK] Seq=1 Ack=1 Win=259 Len=0"
"2024-06-24 16:30:26","192.168.1.41","20.189.173.3","60642","443","TCP","54","","","60642  >  443 [ACK] Seq=1 Ack=2 Win=1021 Len=0"
"2024-06-24 16:30:26","192.168.1.41","142.251.132.99","49665","443","QUIC","120","","","Handshake, DCID=ed767e87dc9e055d"
"2024-06-24 16:30:26","192.168.1.41","142.251.132.99","49665","443","QUIC","73","","","Protected Payload (KP0), DCID=ed767e87dc9e055d"
"2024-06-24 16:30:26","192.168.1.41","142.251.132.99","49665","443","QUIC","73","","","Protected Payload (KP0), DCID=ed767e87dc9e055d"
"2024-06-24 16:30:26","142.251.132.99","192.168.1.41","443","49665","QUIC","537","","","Protected Payload (KP0)"
"2024-06-24 16:30:26","142.251.132.99","192.168.1.41","443","49665","QUIC","64","","","Protected Payload (KP0)"
"2024-06-24 16:30:26","142.251.132.99","192.168.1.41","443","49665","QUIC","128","","","Protected Payload (KP0)"
"2024-06-24 16:30:26","142.251.132.99","192.168.1.41","443","49665","QUIC","64","","","Protected Payload (KP0)"
"2024-06-24 16:30:26","142.251.132.99","192.168.1.41","443","49665","QUIC","128","","","Protected Payload (KP0)"
"2024-06-24 16:30:26","142.251.132.99","192.168.1.41","443","49665","QUIC","64","","","Protected Payload (KP0)"
"2024-06-24 16:30:26","192.168.1.41","142.251.132.99","49665","443","QUIC","77","","","Protected Payload (KP0), DCID=ed767e87dc9e055d"
"2024-06-24 16:30:26","192.168.1.41","142.251.132.99","49665","443","QUIC","77","","","Protected Payload (KP0), DCID=ed767e87dc9e055d"
"2024-06-24 16:30:26","192.168.1.41","142.251.132.99","49665","443","QUIC","77","","","Protected Payload (KP0), DCID=ed767e87dc9e055d"
"2024-06-24 16:30:26","192.168.1.41","142.251.132.99","49665","443","QUIC","74","","","Protected Payload (KP0), DCID=ed767e87dc9e055d"
"2024-06-24 16:30:26","192.168.1.41","142.251.132.99","49665","443","QUIC","145","","","Protected Payload (KP0), DCID=ed767e87dc9e055d"
"2024-06-24 16:30:26","142.251.132.99","192.168.1.41","443","49665","QUIC","163","","","Protected Payload (KP0)"
"2024-06-24 16:30:26","142.251.132.99","192.168.1.41","443","49665","QUIC","67","","","Protected Payload (KP0)"
"2024-06-24 16:30:26","142.251.132.99","192.168.1.41","443","49665","QUIC","67","","","Protected Payload (KP0)"
"2024-06-24 16:30:26","142.250.218.138","192.168.1.41","443","53035","UDP","67","","","443  >  53035 Len=25"
"2024-06-24 16:30:26","142.251.132.99","192.168.1.41","443","49665","QUIC","68","","","Protected Payload (KP0)"
"2024-06-24 16:30:26","Routerboardc_5e:b9:50","Broadcast","","","ARP","42","","","Who has 192.168.1.44? Tell 192.168.1.1"
"2024-06-24 16:30:26","142.251.132.99","192.168.1.41","443","49665","QUIC","163","","","Protected Payload (KP0)"
"2024-06-24 16:30:26","192.168.1.41","142.251.132.99","49665","443","QUIC","75","","","Protected Payload (KP0), DCID=ed767e87dc9e055d"
"2024-06-24 16:30:27","192.168.1.41","142.250.218.138","53035","443","UDP","71","","","53035  >  443 Len=29"
"2024-06-24 16:30:27","142.251.132.99","192.168.1.41","443","49665","QUIC","69","","","Protected Payload (KP0)"
"2024-06-24 16:30:27","192.168.1.41","142.250.218.138","53035","443","UDP","71","","","53035  >  443 Len=29"
"2024-06-24 16:30:27","142.250.218.138","192.168.1.41","443","53035","UDP","67","","","443  >  53035 Len=25"
"2024-06-24 16:30:27","Routerboardc_5e:b9:50","Broadcast","","","ARP","42","","","Who has 192.168.1.250? Tell 192.168.1.1"
"2024-06-24 16:30:27","192.168.1.43","239.255.255.250","59799","1900","SSDP","179","","","M-SEARCH * HTTP/1.1 "
"2024-06-24 16:30:27","Routerboardc_5e:b9:50","Broadcast","","","ARP","42","","","Who has 192.168.1.44? Tell 192.168.1.1"
"2024-06-24 16:30:28","142.250.218.138","192.168.1.41","443","53035","UDP","68","","","443  >  53035 Len=26"
"2024-06-24 16:30:28","Routerboardc_5e:b9:50","Spanning-tree-(for-bridges)_00","","","0x2f00","61","","","Ethernet II"
"2024-06-24 16:30:28","192.168.1.41","142.250.218.138","53035","443","UDP","71","","","53035  >  443 Len=29"
"2024-06-24 16:30:28","Routerboardc_5e:b9:50","Broadcast","","","ARP","42","","","Who has 192.168.1.44? Tell 192.168.1.1"
"2024-06-24 16:30:29","192.168.1.41","20.189.173.3","60642","443","TCP","54","","","60642  >  443 [FIN, ACK] Seq=1 Ack=2 Win=1021 Len=0"
"2024-06-24 16:30:29","192.168.1.41","20.189.173.3","60684","443","TCP","66","","","60684  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"2024-06-24 16:30:29","142.250.218.138","192.168.1.41","443","53035","UDP","68","","","443  >  53035 Len=26"
