"No.","Time","Source","Src port","Destination","Dst port","Protocol","Length","Host Name","Info"
"426","5.941934","fe80::50d6:a2ff:fe01:18fd","","ff02::2","","ICMPv6","70","","Router Solicitation from 52:d6:a2:01:18:fd"
"427","5.942831","Routerboardc_5e:b9:50","","Broadcast","","ARP","42","","Who has 192.168.1.44? Tell 192.168.1.1"
"428","5.992315","192.168.1.41","52455","239.255.255.250","1900","SSDP","217","","M-SEARCH * HTTP/1.1 "
"429","6.024343","192.168.1.41","52456","239.255.255.250","1900","SSDP","217","","M-SEARCH * HTTP/1.1 "
"430","6.364622","142.250.218.138","443","192.168.1.41","53035","UDP","68","","443  >  53035 Len=26"
"431","6.756966","192.168.1.43","1900","239.255.255.250","1900","SSDP","537","","NOTIFY * HTTP/1.1 "
"432","6.767587","fe80::103c:1ae1:8556:446f","1900","ff02::c","1900","SSDP","566","","NOTIFY * HTTP/1.1 "
"433","6.771707","192.168.1.43","5353","224.0.0.251","5353","MDNS","82","","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"434","6.780254","fe80::103c:1ae1:8556:446f","5353","ff02::fb","5353","MDNS","102","","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"435","6.783288","192.168.1.43","5353","224.0.0.251","5353","MDNS","82","","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"436","6.784810","fe80::103c:1ae1:8556:446f","5353","ff02::fb","5353","MDNS","102","","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"437","6.856753","Routerboardc_5e:b9:50","","Spanning-tree-(for-bridges)_00","","0x2f00","61","","Ethernet II"
"438","6.861581","192.168.1.43","1900","239.255.255.250","1900","SSDP","549","","NOTIFY * HTTP/1.1 "
"439","6.866847","fe80::103c:1ae1:8556:446f","1900","ff02::c","1900","SSDP","578","","NOTIFY * HTTP/1.1 "
"440","6.899146","192.168.1.41","63459","8.8.8.8","443","UDP","252","","63459  >  443 Len=210"
"441","6.900026","192.168.1.41","63459","8.8.8.8","443","UDP","252","","63459  >  443 Len=210"
"442","6.906217","192.168.1.41","54547","172.217.28.110","443","QUIC","1292","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"443","6.906403","192.168.1.41","54547","172.217.28.110","443","QUIC","1266","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"444","6.954968","192.168.1.41","54547","172.217.28.110","443","QUIC","1186","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"445","6.962586","192.168.1.43","59799","239.255.255.250","1900","SSDP","179","","M-SEARCH * HTTP/1.1 "
"446","6.979307","192.168.1.41","54547","172.217.28.110","443","QUIC","72","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"447","6.979571","192.168.1.41","54547","172.217.28.110","443","QUIC","77","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"448","7.001137","192.168.1.41","52455","239.255.255.250","1900","SSDP","217","","M-SEARCH * HTTP/1.1 "
"449","7.020896","52.168.117.169","443","192.168.1.41","60615","TCP","54","","443  >  60615 [FIN, ACK] Seq=1 Ack=1 Win=186 Len=0"
"450","7.020896","8.8.8.8","443","192.168.1.41","63459","UDP","70","","443  >  63459 Len=28"
"451","7.020896","8.8.8.8","443","192.168.1.41","63459","UDP","621","","443  >  63459 Len=579"
"452","7.020896","8.8.8.8","443","192.168.1.41","63459","UDP","64","","443  >  63459 Len=22"
"453","7.021119","192.168.1.41","60615","52.168.117.169","443","TCP","54","","60615  >  443 [ACK] Seq=1 Ack=2 Win=254 Len=0"
"454","7.021574","192.168.1.41","60615","52.168.117.169","443","TCP","54","","60615  >  443 [FIN, ACK] Seq=1 Ack=2 Win=254 Len=0"
"455","7.021824","192.168.1.41","63459","8.8.8.8","443","UDP","77","","63459  >  443 Len=35"
"456","7.027298","172.217.28.110","443","192.168.1.41","54547","QUIC","69","","Protected Payload (KP0)"
"457","7.027637","8.8.8.8","443","192.168.1.41","63459","UDP","573","","443  >  63459 Len=531"
"458","7.027637","8.8.8.8","443","192.168.1.41","63459","UDP","64","","443  >  63459 Len=22"
"459","7.027637","52.168.117.169","443","192.168.1.41","60615","TCP","54","","443  >  60615 [ACK] Seq=2 Ack=2 Win=186 Len=0"
"460","7.028105","192.168.1.41","63459","8.8.8.8","443","UDP","77","","63459  >  443 Len=35"
"461","7.029091","192.168.1.41","52456","239.255.255.250","1900","SSDP","217","","M-SEARCH * HTTP/1.1 "
"462","7.029681","192.168.1.41","60997","143.255.251.141","443","QUIC","1292","","Initial, DCID=791fb643f1a2d351, PKN: 1, PADDING, CRYPTO, PADDING, CRYPTO"
"463","7.031825","192.168.1.41","60997","143.255.251.141","443","QUIC","123","","0-RTT, DCID=791fb643f1a2d351"
"464","7.047223","143.255.251.141","443","192.168.1.41","60997","QUIC","1292","","Handshake, SCID=f91fb643f1a2d351"
"465","7.047223","143.255.251.141","443","192.168.1.41","60997","QUIC","1292","","Handshake, SCID=f91fb643f1a2d351"
"466","7.048091","143.255.251.141","443","192.168.1.41","60997","QUIC","1292","","Handshake, SCID=f91fb643f1a2d351"
"467","7.048091","143.255.251.141","443","192.168.1.41","60997","QUIC","1170","","Protected Payload (KP0)"
"468","7.048211","192.168.1.41","60997","143.255.251.141","443","QUIC","81","","Handshake, DCID=f91fb643f1a2d351"
"469","7.048474","172.217.28.110","443","192.168.1.41","54547","QUIC","69","","Protected Payload (KP0)"
"470","7.048474","172.217.28.110","443","192.168.1.41","54547","QUIC","70","","Protected Payload (KP0)"
"471","7.049326","192.168.1.41","60997","143.255.251.141","443","QUIC","210","","Protected Payload (KP0), DCID=f91fb643f1a2d351"
"472","7.049784","192.168.1.41","54547","172.217.28.110","443","QUIC","73","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"473","7.054606","8.8.8.8","443","192.168.1.41","63459","UDP","65","","443  >  63459 Len=23"
"474","7.055157","192.168.1.41","63459","8.8.8.8","443","UDP","73","","63459  >  443 Len=31"
"475","7.069761","192.168.1.43","1900","239.255.255.250","1900","SSDP","492","","NOTIFY * HTTP/1.1 "
"476","7.076941","fe80::103c:1ae1:8556:446f","1900","ff02::c","1900","SSDP","521","","NOTIFY * HTTP/1.1 "
"477","7.083715","192.168.1.41","54547","172.217.28.110","443","QUIC","74","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"478","7.093330","143.255.251.141","443","192.168.1.41","60997","QUIC","573","","Protected Payload (KP0)"
"479","7.093330","143.255.251.141","443","192.168.1.41","60997","QUIC","158","","Protected Payload (KP0)"
"480","7.093746","192.168.1.41","60997","143.255.251.141","443","QUIC","73","","Protected Payload (KP0), DCID=f91fb643f1a2d351"
"481","7.116557","192.168.1.41","60997","143.255.251.141","443","QUIC","115","","Protected Payload (KP0), DCID=f91fb643f1a2d351"
"482","7.154035","143.255.251.141","443","192.168.1.41","60997","QUIC","66","","Protected Payload (KP0)"
"483","7.154035","172.217.28.110","443","192.168.1.41","54547","QUIC","204","","Protected Payload (KP0)"
"484","7.154166","172.217.28.110","443","192.168.1.41","54547","QUIC","63","","Protected Payload (KP0)"
"485","7.154483","192.168.1.41","54547","172.217.28.110","443","QUIC","77","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"486","7.156225","143.255.251.141","443","192.168.1.41","60997","QUIC","1292","","Protected Payload (KP0)"
"487","7.156225","143.255.251.141","443","192.168.1.41","60997","QUIC","67","","Protected Payload (KP0)"
"488","7.156567","192.168.1.41","60997","143.255.251.141","443","QUIC","75","","Protected Payload (KP0), DCID=f91fb643f1a2d351"
"489","7.161892","143.255.251.141","443","192.168.1.41","60997","QUIC","63","","Protected Payload (KP0)"
"490","7.162181","192.168.1.41","60997","143.255.251.141","443","QUIC","77","","Protected Payload (KP0), DCID=f91fb643f1a2d351"
"491","7.194585","192.168.1.41","54547","172.217.28.110","443","QUIC","74","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"492","7.213687","172.217.28.110","443","192.168.1.41","54547","QUIC","204","","Protected Payload (KP0)"
"493","7.214198","192.168.1.41","54547","172.217.28.110","443","QUIC","75","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"494","7.257530","172.217.28.110","443","192.168.1.41","54547","QUIC","66","","Protected Payload (KP0)"
"495","7.372436","192.168.1.43","1900","239.255.255.250","1900","SSDP","547","","NOTIFY * HTTP/1.1 "
"496","7.378262","fe80::103c:1ae1:8556:446f","1900","ff02::c","1900","SSDP","576","","NOTIFY * HTTP/1.1 "
"497","7.742817","192.168.1.41","63459","8.8.8.8","443","UDP","245","","63459  >  443 Len=203"
"498","7.743018","192.168.1.41","63459","8.8.8.8","443","UDP","246","","63459  >  443 Len=204"
"499","7.747653","52.123.129.14","443","192.168.1.41","60621","TCP","54","","443  >  60621 [FIN, ACK] Seq=1 Ack=1 Win=411 Len=0"
"500","7.747775","192.168.1.41","60621","52.123.129.14","443","TCP","54","","60621  >  443 [ACK] Seq=1 Ack=2 Win=253 Len=0"
"501","7.748054","192.168.1.41","60621","52.123.129.14","443","TCP","54","","60621  >  443 [FIN, ACK] Seq=1 Ack=2 Win=253 Len=0"
"502","7.753145","52.123.129.14","443","192.168.1.41","60621","TCP","54","","443  >  60621 [ACK] Seq=2 Ack=2 Win=411 Len=0"
"503","7.760642","192.168.1.41","63459","8.8.8.8","443","UDP","247","","63459  >  443 Len=205"
"504","7.760816","192.168.1.41","63459","8.8.8.8","443","UDP","247","","63459  >  443 Len=205"
"505","7.976520","192.168.1.41","53035","142.250.218.138","443","UDP","71","","53035  >  443 Len=29"
"506","7.977740","8.8.8.8","443","192.168.1.41","63459","UDP","70","","443  >  63459 Len=28"
"507","7.977740","8.8.8.8","443","192.168.1.41","63459","UDP","70","","443  >  63459 Len=28"
"508","7.977740","8.8.8.8","443","192.168.1.41","63459","UDP","620","","443  >  63459 Len=578"
"509","7.977740","8.8.8.8","443","192.168.1.41","63459","UDP","64","","443  >  63459 Len=22"
"510","7.977740","8.8.8.8","443","192.168.1.41","63459","UDP","550","","443  >  63459 Len=508"
"511","7.977740","8.8.8.8","443","192.168.1.41","63459","UDP","64","","443  >  63459 Len=22"
"512","7.977740","8.8.8.8","443","192.168.1.41","63459","UDP","573","","443  >  63459 Len=531"
"513","7.977740","8.8.8.8","443","192.168.1.41","63459","UDP","65","","443  >  63459 Len=23"
"514","7.977740","8.8.8.8","443","192.168.1.41","63459","UDP","551","","443  >  63459 Len=509"
"515","7.977740","8.8.8.8","443","192.168.1.41","63459","UDP","65","","443  >  63459 Len=23"
"516","7.978121","192.168.1.41","63459","8.8.8.8","443","UDP","73","","63459  >  443 Len=31"
"517","7.978302","192.168.1.41","63459","8.8.8.8","443","UDP","77","","63459  >  443 Len=35"
"518","7.978387","192.168.1.41","63459","8.8.8.8","443","UDP","78","","63459  >  443 Len=36"
"519","7.978468","192.168.1.41","63459","8.8.8.8","443","UDP","78","","63459  >  443 Len=36"
"520","7.978579","192.168.1.41","63459","8.8.8.8","443","UDP","78","","63459  >  443 Len=36"
"521","7.980477","192.168.1.41","63137","142.250.218.118","443","QUIC","1292","","Initial, DCID=1f9474f8f91b2c27, PKN: 1, PADDING, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, PING, CRYPTO, PING"
"522","7.980747","192.168.1.41","63137","142.250.218.118","443","QUIC","122","","0-RTT, DCID=1f9474f8f91b2c27"
"523","7.981316","192.168.1.41","60758","142.251.132.129","443","QUIC","1292","","Initial, DCID=f19318bcbd5d0ba6, PKN: 1, PING, CRYPTO, PADDING, PING, PADDING, PING, PADDING, PING, PING, PING, PING, CRYPTO, PING"
"524","7.981639","192.168.1.41","60758","142.251.132.129","443","QUIC","121","","0-RTT, DCID=f19318bcbd5d0ba6"
"525","7.981938","192.168.1.41","63137","142.250.218.118","443","QUIC","917","","0-RTT, DCID=1f9474f8f91b2c27"
"526","7.982162","192.168.1.41","60758","142.251.132.129","443","QUIC","870","","0-RTT, DCID=f19318bcbd5d0ba6"
"527","7.986518","Routerboardc_5e:b9:50","","Broadcast","","ARP","42","","Who has 192.168.1.44? Tell 192.168.1.1"
"528","8.017189","192.168.1.41","63459","8.8.8.8","443","UDP","75","","63459  >  443 Len=33"
"529","8.018776","8.8.8.8","443","192.168.1.41","63459","UDP","65","","443  >  63459 Len=23"
"530","8.018776","8.8.8.8","443","192.168.1.41","63459","UDP","65","","443  >  63459 Len=23"
"531","8.234000","192.168.1.41","60758","142.251.132.129","443","QUIC","1292","","Initial, DCID=f19318bcbd5d0ba6, PKN: 5, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, PING, CRYPTO, PADDING, PING, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, PING, CRYPTO, PING"
"532","8.240239","142.251.132.129","443","192.168.1.41","60758","QUIC","1292","","Initial, SCID=f19318bcbd5d0ba6, PKN: 1, ACK, CRYPTO, PADDING"
"533","8.240239","142.250.218.138","443","192.168.1.41","53035","UDP","69","","443  >  53035 Len=27"
"534","8.240239","142.251.132.129","443","192.168.1.41","60758","QUIC","1292","","Handshake, SCID=f19318bcbd5d0ba6"
"535","8.240239","142.251.132.129","443","192.168.1.41","60758","QUIC","1292","","Handshake, SCID=f19318bcbd5d0ba6"
"536","8.240410","142.251.132.129","443","192.168.1.41","60758","QUIC","1292","","Handshake, SCID=f19318bcbd5d0ba6"
"537","8.240410","142.251.132.129","443","192.168.1.41","60758","QUIC","1007","","Protected Payload (KP0)"
"538","8.242632","192.168.1.41","60758","142.251.132.129","443","QUIC","81","","Handshake, DCID=f19318bcbd5d0ba6"
"539","8.243637","192.168.1.41","60758","142.251.132.129","443","QUIC","999","","Protected Payload (KP0), DCID=f19318bcbd5d0ba6"
"540","8.244298","192.168.1.41","63137","142.250.218.118","443","QUIC","1292","","Initial, DCID=1f9474f8f91b2c27, PKN: 5, PING, PING, PING, PADDING, PING, PING, PADDING, PING, PING, PING, PING, PADDING, CRYPTO, CRYPTO"
"541","8.252601","192.168.1.41","60997","143.255.251.141","443","QUIC","1288","","Protected Payload (KP0), DCID=f91fb643f1a2d351"
"542","8.252865","192.168.1.41","60997","143.255.251.141","443","QUIC","1288","","Protected Payload (KP0), DCID=f91fb643f1a2d351"
"543","8.252925","192.168.1.41","60997","143.255.251.141","443","QUIC","489","","Protected Payload (KP0), DCID=f91fb643f1a2d351"
"544","8.257409","142.250.218.118","443","192.168.1.41","63137","QUIC","1292","","Initial, SCID=ff9474f8f91b2c27, PKN: 1, ACK, CRYPTO, PADDING"
"545","8.259757","192.168.1.41","54547","172.217.28.110","443","QUIC","145","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"546","8.260081","192.168.1.41","63137","142.250.218.118","443","QUIC","1292","","Initial, DCID=ff9474f8f91b2c27, PKN: 6, ACK, PADDING"
"547","8.262528","143.255.251.141","443","192.168.1.41","60997","QUIC","69","","Protected Payload (KP0)"
"548","8.265423","143.255.251.141","443","192.168.1.41","60997","QUIC","633","","Protected Payload (KP0)"
"549","8.266456","192.168.1.41","60997","143.255.251.141","443","QUIC","78","","Protected Payload (KP0), DCID=f91fb643f1a2d351"
"550","8.306735","192.168.1.41","54547","172.217.28.110","443","QUIC","1185","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"551","8.333334","192.168.1.41","54547","172.217.28.110","443","QUIC","72","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"552","8.333604","192.168.1.41","54547","172.217.28.110","443","QUIC","77","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"553","8.334077","192.168.1.41","60997","143.255.251.141","443","QUIC","72","","Protected Payload (KP0), DCID=f91fb643f1a2d351"
"554","8.334235","192.168.1.41","60997","143.255.251.141","443","QUIC","78","","Protected Payload (KP0), DCID=f91fb643f1a2d351"
"555","8.335388","143.255.251.141","443","192.168.1.41","60997","QUIC","66","","Protected Payload (KP0)"
"556","8.335388","142.250.218.118","443","192.168.1.41","63137","QUIC","1292","","Handshake, SCID=ff9474f8f91b2c27"
"557","8.335388","142.250.218.118","443","192.168.1.41","63137","QUIC","1292","","Handshake, SCID=ff9474f8f91b2c27"
"558","8.335388","142.250.218.118","443","192.168.1.41","63137","QUIC","1292","","Handshake, SCID=ff9474f8f91b2c27"
"559","8.335388","142.250.218.118","443","192.168.1.41","63137","QUIC","559","","Protected Payload (KP0)"
"560","8.335388","142.251.132.129","443","192.168.1.41","60758","QUIC","1292","","Handshake, SCID=f19318bcbd5d0ba6"
"561","8.335388","142.251.132.129","443","192.168.1.41","60758","QUIC","1292","","Handshake, SCID=f19318bcbd5d0ba6"
"562","8.335388","142.250.218.118","443","192.168.1.41","63137","QUIC","1292","","Handshake, SCID=ff9474f8f91b2c27"
"563","8.336082","192.168.1.41","60758","142.251.132.129","443","QUIC","994","","Protected Payload (KP0), DCID=f19318bcbd5d0ba6"
"564","8.336328","192.168.1.41","60758","142.251.132.129","443","QUIC","996","","Protected Payload (KP0), DCID=f19318bcbd5d0ba6"
"565","8.336681","192.168.1.41","63137","142.250.218.118","443","QUIC","81","","Handshake, DCID=ff9474f8f91b2c27"
"566","8.338959","192.168.1.41","63137","142.250.218.118","443","QUIC","1047","","Protected Payload (KP0), DCID=ff9474f8f91b2c27"
"567","8.339352","192.168.1.41","63137","142.250.218.118","443","QUIC","1042","","Protected Payload (KP0), DCID=ff9474f8f91b2c27"
"568","8.339919","142.251.132.129","443","192.168.1.41","60758","QUIC","980","","Protected Payload (KP0)"
"569","8.340400","192.168.1.41","60758","142.251.132.129","443","QUIC","76","","Protected Payload (KP0), DCID=f19318bcbd5d0ba6"
"570","8.340643","142.251.132.129","443","192.168.1.41","60758","QUIC","170","","Protected Payload (KP0)"
"571","8.340834","192.168.1.41","60758","142.251.132.129","443","QUIC","75","","Protected Payload (KP0), DCID=f19318bcbd5d0ba6"
"572","8.342681","142.251.132.129","443","192.168.1.41","60758","QUIC","1288","","Protected Payload (KP0)"
"573","8.343107","192.168.1.41","60758","142.251.132.129","443","QUIC","79","","Protected Payload (KP0), DCID=f19318bcbd5d0ba6"
"574","8.428114","192.168.1.41","60997","143.255.251.141","443","QUIC","72","","Protected Payload (KP0), DCID=f91fb643f1a2d351"
"575","8.433080","142.251.132.129","443","192.168.1.41","60758","QUIC","1292","","Protected Payload (KP0)"
"576","8.433080","142.251.132.129","443","192.168.1.41","60758","QUIC","1292","","Protected Payload (KP0)"
"577","8.433080","142.251.132.129","443","192.168.1.41","60758","QUIC","1164","","Protected Payload (KP0)"
"578","8.433235","143.255.251.141","443","192.168.1.41","60997","QUIC","70","","Protected Payload (KP0)"
"579","8.433235","172.217.28.110","443","192.168.1.41","54547","QUIC","70","","Protected Payload (KP0)"
"580","8.433711","192.168.1.41","60758","142.251.132.129","443","QUIC","75","","Protected Payload (KP0), DCID=f19318bcbd5d0ba6"
"581","8.433851","192.168.1.41","60758","142.251.132.129","443","QUIC","75","","Protected Payload (KP0), DCID=f19318bcbd5d0ba6"
"582","8.435019","172.217.28.110","443","192.168.1.41","54547","QUIC","1288","","Protected Payload (KP0)"
"583","8.435019","172.217.28.110","443","192.168.1.41","54547","QUIC","1292","","Protected Payload (KP0)"
"584","8.435555","192.168.1.41","54547","172.217.28.110","443","QUIC","73","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"585","8.435955","172.217.28.110","443","192.168.1.41","54547","QUIC","1292","","Protected Payload (KP0)"
"586","8.435955","172.217.28.110","443","192.168.1.41","54547","QUIC","1023","","Protected Payload (KP0)"
"587","8.435955","172.217.28.110","443","192.168.1.41","54547","QUIC","71","","Protected Payload (KP0)"
"588","8.435955","142.251.132.129","443","192.168.1.41","60758","QUIC","67","","Protected Payload (KP0)"
"589","8.435955","142.251.132.129","443","192.168.1.41","60758","QUIC","69","","Protected Payload (KP0)"
"590","8.435955","142.250.218.118","443","192.168.1.41","63137","QUIC","976","","Protected Payload (KP0)"
"591","8.435955","142.250.218.118","443","192.168.1.41","63137","QUIC","163","","Protected Payload (KP0)"
"592","8.435955","142.250.218.118","443","192.168.1.41","63137","QUIC","71","","Protected Payload (KP0)"
"593","8.435955","142.251.132.129","443","192.168.1.41","60758","QUIC","69","","Protected Payload (KP0)"
"594","8.435955","143.255.251.141","443","192.168.1.41","60997","QUIC","65","","Protected Payload (KP0)"
"595","8.436330","192.168.1.41","54547","172.217.28.110","443","QUIC","73","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"596","8.436599","192.168.1.41","54547","172.217.28.110","443","QUIC","73","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"597","8.437123","192.168.1.41","63137","142.250.218.118","443","QUIC","76","","Protected Payload (KP0), DCID=ff9474f8f91b2c27"
"598","8.437510","192.168.1.41","63137","142.250.218.118","443","QUIC","75","","Protected Payload (KP0), DCID=ff9474f8f91b2c27"
"599","8.438739","192.168.1.41","63137","142.250.218.118","443","QUIC","75","","Protected Payload (KP0), DCID=ff9474f8f91b2c27"
"600","8.439150","192.168.1.41","60997","143.255.251.141","443","QUIC","75","","Protected Payload (KP0), DCID=f91fb643f1a2d351"
"601","8.440991","143.255.251.141","443","192.168.1.41","60997","QUIC","67","","Protected Payload (KP0)"
"602","8.603758","192.168.1.41","60661","20.42.73.26","443","TLSv1.2","371","","Application Data"
"603","8.604376","192.168.1.41","60661","20.42.73.26","443","TLSv1.2","764","","Application Data"
"604","8.604668","192.168.1.41","60661","20.42.73.26","443","TLSv1.2","85","","Application Data"
"605","8.605774","172.217.28.110","443","192.168.1.41","54547","QUIC","81","","Protected Payload (KP0)"
"606","8.605774","172.217.28.110","443","192.168.1.41","54547","QUIC","63","","Protected Payload (KP0)"
"607","8.606431","192.168.1.41","54547","172.217.28.110","443","QUIC","78","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"608","8.615513","142.250.218.118","443","192.168.1.41","63137","QUIC","1288","","Protected Payload (KP0)"
"609","8.615513","142.250.218.118","443","192.168.1.41","63137","QUIC","1292","","Protected Payload (KP0)"
"610","8.615513","142.250.218.118","443","192.168.1.41","63137","QUIC","1292","","Protected Payload (KP0)"
"611","8.615513","142.250.218.118","443","192.168.1.41","63137","QUIC","1292","","Protected Payload (KP0)"
"612","8.615907","142.250.218.118","443","192.168.1.41","63137","QUIC","1292","","Protected Payload (KP0)"
"613","8.615907","142.250.218.118","443","192.168.1.41","63137","QUIC","1292","","Protected Payload (KP0)"
"614","8.615907","142.250.218.118","443","192.168.1.41","63137","QUIC","1292","","Protected Payload (KP0)"
"615","8.615907","142.250.218.118","443","192.168.1.41","63137","QUIC","1292","","Protected Payload (KP0)"
"616","8.616001","142.250.218.118","443","192.168.1.41","63137","QUIC","1292","","Protected Payload (KP0)"
"617","8.616001","142.250.218.118","443","192.168.1.41","63137","QUIC","1292","","Protected Payload (KP0)"
"618","8.616662","142.250.218.118","443","192.168.1.41","63137","QUIC","1292","","Protected Payload (KP0)"
"619","8.616662","142.250.218.118","443","192.168.1.41","63137","QUIC","1292","","Protected Payload (KP0)"
"620","8.616662","142.250.218.118","443","192.168.1.41","63137","QUIC","1292","","Protected Payload (KP0)"
"621","8.616662","142.250.218.118","443","192.168.1.41","63137","QUIC","1292","","Protected Payload (KP0)"
"622","8.616776","192.168.1.41","63137","142.250.218.118","443","QUIC","79","","Protected Payload (KP0), DCID=ff9474f8f91b2c27"
"623","8.617046","192.168.1.41","63137","142.250.218.118","443","QUIC","75","","Protected Payload (KP0), DCID=ff9474f8f91b2c27"
"624","8.617196","192.168.1.41","63137","142.250.218.118","443","QUIC","75","","Protected Payload (KP0), DCID=ff9474f8f91b2c27"
"625","8.617331","192.168.1.41","63137","142.250.218.118","443","QUIC","75","","Protected Payload (KP0), DCID=ff9474f8f91b2c27"
"626","8.617528","192.168.1.41","63137","142.250.218.118","443","QUIC","75","","Protected Payload (KP0), DCID=ff9474f8f91b2c27"
"627","8.617714","192.168.1.41","63137","142.250.218.118","443","QUIC","75","","Protected Payload (KP0), DCID=ff9474f8f91b2c27"
"628","8.617840","192.168.1.41","63137","142.250.218.118","443","QUIC","75","","Protected Payload (KP0), DCID=ff9474f8f91b2c27"
"629","8.617973","142.250.218.118","443","192.168.1.41","63137","QUIC","1292","","Protected Payload (KP0)"
"630","8.617973","142.250.218.118","443","192.168.1.41","63137","QUIC","1292","","Protected Payload (KP0)"
"631","8.617973","142.250.218.118","443","192.168.1.41","63137","QUIC","1292","","Protected Payload (KP0)"
"632","8.617973","142.250.218.118","443","192.168.1.41","63137","QUIC","124","","Protected Payload (KP0)"
"633","8.618616","192.168.1.41","63137","142.250.218.118","443","QUIC","75","","Protected Payload (KP0), DCID=ff9474f8f91b2c27"
"634","8.618850","192.168.1.41","63137","142.250.218.118","443","QUIC","75","","Protected Payload (KP0), DCID=ff9474f8f91b2c27"
"635","8.619769","20.42.73.26","443","192.168.1.41","60661","TCP","54","","443  >  60661 [ACK] Seq=82 Ack=3218 Win=277 Len=0"
"636","8.619769","20.42.73.26","443","192.168.1.41","60661","TCP","54","","443  >  60661 [ACK] Seq=82 Ack=3928 Win=299 Len=0"
"637","8.619769","20.42.73.26","443","192.168.1.41","60661","TCP","54","","443  >  60661 [ACK] Seq=82 Ack=3959 Win=299 Len=0"
"638","8.621309","172.217.28.110","443","192.168.1.41","54547","QUIC","81","","Protected Payload (KP0)"
"639","8.621834","192.168.1.41","54547","172.217.28.110","443","QUIC","75","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"640","8.651958","192.168.1.41","63137","142.250.218.118","443","QUIC","76","","Protected Payload (KP0), DCID=ff9474f8f91b2c27"
"641","8.690530","192.168.1.41","54547","172.217.28.110","443","QUIC","812","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"642","8.847271","192.168.1.41","54547","172.217.28.110","443","QUIC","73","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"643","8.853955","192.168.1.43","5353","224.0.0.251","5353","MDNS","82","","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"644","8.853955","fe80::103c:1ae1:8556:446f","5353","ff02::fb","5353","MDNS","102","","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"645","8.853955","192.168.1.43","5353","224.0.0.251","5353","MDNS","82","","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"646","8.853955","fe80::103c:1ae1:8556:446f","5353","ff02::fb","5353","MDNS","102","","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"647","8.854619","Routerboardc_5e:b9:50","","Spanning-tree-(for-bridges)_00","","0x2f00","61","","Ethernet II"
"648","8.860294","172.217.28.110","443","192.168.1.41","54547","QUIC","66","","Protected Payload (KP0)"
"649","8.860294","20.42.73.26","443","192.168.1.41","60661","TLSv1.2","135","","Application Data"
"650","8.860570","192.168.1.41","60661","20.42.73.26","443","TCP","54","","60661  >  443 [ACK] Seq=3959 Ack=163 Win=1021 Len=0"
"651","8.865960","142.250.218.118","443","192.168.1.41","63137","QUIC","66","","Protected Payload (KP0)"
"652","9.023522","192.168.1.41","54547","172.217.28.110","443","QUIC","812","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"653","9.024747","Routerboardc_5e:b9:50","","Broadcast","","ARP","42","","Who has 192.168.1.44? Tell 192.168.1.1"
"654","9.395667","172.217.28.110","443","192.168.1.41","54547","QUIC","70","","Protected Payload (KP0)"
"655","9.395667","172.217.28.110","443","192.168.1.41","54547","QUIC","684","","Protected Payload (KP0)"
"656","9.395817","172.217.28.110","443","192.168.1.41","54547","QUIC","67","","Protected Payload (KP0)"
"657","9.395817","172.217.28.110","443","192.168.1.41","54547","QUIC","64","","Protected Payload (KP0)"
